pmid,title,abstract,journal,publication_date,doi,source_url,retrieved_at
42008939,Targeted catalytic eradication of antibiotic-resistant Helicobacter pylori by a pH-activated Fe-doped nanozyme.,"The increasing prevalence of antibiotic-resistant Helicobacter pylori (R-H. pylori) poses a significant clinical challenge, contributing to persistent gastritis, peptic ulcers, and gastric cancer. Conventional antibiotic therapies are increasingly limited by resistance, incomplete eradication, and disruption of the gut microbiota. To address these challenges, we developed pH-responsive iron-doped ammonium citrate carbon dots (Fe-CDs), a nanozyme with intrinsic specificity for targeting and eradicating R-H. pylori within the acidic gastric microenvironment. Fe-CDs exhibit dual oxidase (OXD)- and peroxidase (POD)-like catalytic activities that are selectively activated under acidic conditions, driving the localized generation of reactive oxygen species (ROS) via Fenton and Fenton-like reactions involving Fe(II) and endogenous hydrogen peroxide (H₂O₂). The nanozyme shows strong binding affinity for H. pylori through ammonium (NH4+)-mediated interactions and specifically targets Urel, thereby inhibiting urease activity and disrupting bacterial acid resistance. This dual mechanism-acid-enhanced ROS production combined with urease suppression-confers potent bactericidal effects against R-H. pylori while preserving commensal microbiota and minimizing off-target damage. Transcriptomic analysis of infected gastric tissue revealed that Fe-CDs induce ROS-mediated stress pathways and metabolic disruption in H. pylori. In vivo studies confirmed that Fe-CDs significantly reduce bacterial load in R-H. pylori-infected mice with negligible toxicity. These findings highlight Fe-CDs as a targeted, antibiotic-free therapeutic strategy for resistant gastric infections and offer a promising alternative to conventional treatments.",Journal of colloid and interface science,2026,10.1016/j.jcis.2026.140494,https://pubmed.ncbi.nlm.nih.gov/42008939/,2026-09-07T00:41:49.030309+00:00
42700924,Malnutrition Universal Screening Tool is not sufficiently valid in screening for risk of malnutrition in patients with newly diagnosed esophago-gastric cancer: a validation study compared with Patient-Generated Subjective Global Assessment.,"Malnutrition is prevalent in patients with esophago-gastric cancer and is associated with poorer outcomes. Malnutrition screening tools are used to screen for risk of malnutrition and to determine whether full nutritional assessment is required. The optimal malnutrition screening tool to use in esophago-gastric cancer is unknown. To assess the validity of the Malnutrition Universal Screening Tool (MUST) in esophago-gastric cancer by measurement of its sensitivity, specificity, positive and negative predictive values for detecting risk of malnutrition. A validation study comparing MUST with full malnutrition assessment using Patient-Generated Subjective Global Assessment (PG-SGA) as the reference standard. /setting. 80 patients with newly diagnosed esophago-gastric cancer awaiting radical treatment at an oncology specialist hospital (Royal Marsden NHS Foundation Trust, London, United Kingdom) were recruited between December 2011 and June 2013. Validity (accuracy) of MUST compared with PG-SGA as a reference method. Association of individual MUST features (BMI, percent weight loss) with PG-SGA score. Sensitivity, specificity, positive predictive value (PPV) and negative predictive value (NPV) of MUST compared with PG-SGA. Spearman's rank correlation (ρ) between BMI and percentage weight loss with PG-SGA score. MUST was found to have agreement with PG-SGA in 53/80 (66.3%) patients, misclassifying 19 (23.8%) patients as being at low risk of malnutrition when they were not and 8 (10%) at risk when they were not. MUST demonstrated a sensitivity of 61.2% (95% CI: 46.2-74.8%) and a specificity of 74.2% (95% CI: 55.4-88.1%). PPV for MUST was 78.9% (95% CI: 66.5-87.6%) and NPV was 54.8% (95% CI: 44.6-64.6%). Lower BMI was weakly associated with higher PG-SGA score (correlation -0.259, p=0.021) while greater percentage weight loss was moderately associated with higher PG-SGA score (correlation +0.653, p< 0.001). MUST did not meet a priori criteria (sensitivity and specificity ≥70%) for validation against PG-SGA. MUST is unlikely to be an appropriate malnutrition screening tool in patients with newly diagnosed esophago-gastric cancer.",Journal of the Academy of Nutrition and Dietetics,2026,10.1016/j.jand.2026.156874,https://pubmed.ncbi.nlm.nih.gov/42700924/,2026-09-07T00:41:49.030364+00:00
42700341,Exploration and experimental verification of triaptosis-related prognostic genes and cells in gastric cancer.,"Triaptosis is a recently characterized form of programmed cell death with unclear implications in cancer. This study aimed to investigate the prognostic significance and biological relevance of triaptosis in gastric cancer (GC). Transcriptomic and clinical data from TCGA-STAD and GSE62254, and single-cell RNA sequencing data from GSE183904 were analyzed. Triaptosis-related gene (TRG) scores were calculated using single-sample gene set enrichment analysis. Differentially expressed genes identified in TRG-score and GC-versus-normal comparisons underwent functional enrichment, Cox regression, and least absolute shrinkage and selection operator regression to develop an externally validated signature. Immune profiles, pathway activity, somatic mutations, tumor mutational burden (TMB), predicted drug sensitivity, and clinical features were compared by risk group. Single-cell analyses assessed TRG activity, prognostic gene expression, cell-cell communication, and pseudotime. Reverse transcription-quantitative PCR and Western blotting assessed mRNA expression and protein levels, respectively. A TRG-based prognostic model comprising ASPN, GRB14, and VTN was developed and externally validated, effectively distinguishing patients into two distinct risk groups with notably different survival outcomes. mRNA expression of all three genes and their protein levels were significantly higher in SGC-7901 cells than in GES-1 cells. High-risk patients had higher stromal scores and distinct immune profiles; 15 immune cell types differed between groups. Single-cell analysis revealed fibroblasts and pericytes among high-TRG-active cell types. Prognostic genes were significantly overexpressed in fibroblasts, which also showed high TRG activity. Fibroblasts demonstrated enhanced communication with pericytes, whereas tumor-derived fibroblasts showed weaker communication with macrophages, indicating immune microenvironment remodeling. The three-gene prognostic signature predicted GC prognosis and was associated with distinct immune and genomic features, suggesting potential value for risk stratification and personalized treatment.",Molecular biology reports,2026,10.1007/s11033-026-12704-y,https://pubmed.ncbi.nlm.nih.gov/42700341/,2026-09-07T00:41:49.030409+00:00
42150410,Synthesis and biological evaluation of mixed aryl-alkyl succinates as modulators of autophagy and apoptosis in gastric carcinoma.,"Vitamin E succinate and its derivatives have demonstrated encouraging cytotoxic potential in preclinical models of gastric cancer, paving the way for a novel class of therapeutics. Building on a previously described synthetic methodology based on the alkoxy-aryloxycarbonylation of alkenes, this study reports the investigation of the antitumor effects in gastric cancer models of mixed aryl-alkyl succinates esters featuring various substituents on the backbone. Nine compounds were screened for cytotoxicity against AGS and KATO III gastric cancer cell lines. The most active compounds - 2d (R = (CH2)4CH3), 2a (R = Ph), and 2c (R = CH2CH2Ph) - were further evaluated for efficacy, with 2d emerging as the most potent agent (IC50 30.9 μM in AGS; IC50 19 μM in KATO III). Mechanistically, 2d enhanced the expression of activated/cleaved Caspase-3, augmented PARP cleavage, and promoted LC3B lipidation - indicative of programmed cell death. Consistently, ultrastructural analysis of 2d-treated cancer cells revealed morphological hallmarks of both early and late apoptosis, including cytoplasmic vacuolization and autophagic vacuoles. Conversely, treatment with compound 2d did not affect the expression of apoptosis markers in healthy GES-1 gastric epithelial cells, suggesting a favorable safety profile. Overall, our findings provide insights into how specific structural features of succinate derivatives contribute to their antitumor activity, laying the groundwork for the design of more potent succinate-based agents.",Bioorganic chemistry,2026,10.1016/j.bioorg.2026.109997,https://pubmed.ncbi.nlm.nih.gov/42150410/,2026-09-07T00:41:49.030456+00:00
42700072,Gastric perforation repaired by hepatic round ligament: Case report and literature review.,"Gastric perforation is a rare but life-threatening complication of gastric cancer, often presenting with acute peritonitis and requiring emergent surgical repair. The conventional treatment relies on an omental patch (Graham's technique); however, this approach is not always feasible, particularly in patients with advanced disease or omental involvement. We report the case of a 44-year-old male with advanced gastric adenocarcinoma complicated by peritoneal carcinomatosis who presented with acute abdomen following stent insertion. Imaging confirmed gastric perforation and generalized peritonitis. During emergent laparoscopic exploration, the omentum was unsuitable due to carcinomatous infiltration. Instead, the hepatic round ligament was mobilized and used as a patch to seal the perforation, achieving effective closure. The patient initially recovered well postoperatively; however, he later deteriorated due to progression of his underlying malignancy and died on postoperative day 16. This case highlights the hepatic round ligament as a viable alternative to the omentum in repairing gastric perforations, particularly in malignant or hostile abdominal environments. Wider application of this technique warrants further study to establish its safety and long-term outcomes.",Medicine,2026,10.1097/MD.0000000000050482,https://pubmed.ncbi.nlm.nih.gov/42700072/,2026-09-07T00:41:49.030493+00:00
42697937,PD-L1 expression and survival in unresectable/recurrent gastric cancer treated by 1st-line treatment without immune checkpoint inhibitors: JCOG1013A1.,"The prognostic significance of PD-L1 expression in unresectable/recurrent gastric cancer treated by first-line chemotherapy without an immune checkpoint inhibitor (ICI) remains unclear. The phase III trial JCOG1013 demonstrated no overall survival (OS) or progression-free survival (PFS) benefit of docetaxel/cisplatin/S-1 over cisplatin/S-1. This ancillary analysis of JCOG 1013 evaluated the prognostic value of PD-L1 expression. PD-L1 expression was assessed in pretreatment tumor specimens using the Dako 28-8 pharmDx assay. Combined positive score (CPS) and tumor proportion score (TPS) were calculated. PD-L1 positivity was defined as CPS ≥ 5 or TPS ≥ 1%. Univariable and multivariable analyses were performed for OS and PFS. Among 741 patients enrolled in JCOG1013, 540 patients were included. In univariable analyses, neither CPS ≥ 5 nor TPS ≥ 1% was significantly associated with OS or PFS. In multivariable analyses, CPS ≥ 5 was not significantly associated with OS (HR 0.86, 95% CI 0.71-1.04; p = 0.127) or PFS (HR 0.92, 95% CI 0.77-1.11; p = 0.392); however, TPS ≥ 1% was significantly associated with longer OS (HR 0.78, 95% CI 0.62-0.97; p = 0.028) and PFS (HR 0.76, 95% CI 0.62-0.94; p = 0.012). TPS ≥ 1% is an independent favorable prognostic factor for survival in patients with unresectable/recurrent gastric cancer receiving chemotherapy alone. UMIN000007652.",British journal of cancer,2026,10.1038/s41416-026-03607-7,https://pubmed.ncbi.nlm.nih.gov/42697937/,2026-09-07T00:41:49.030541+00:00
42696465,Mid- to Long-Term Effects on Body Composition Following Minimally Invasive Gastrectomy for Gastric Cancer.,"With advances in surgical treatment for gastric cancer and improvements in long-term prognosis, increasing attention has been directed toward late nutritional complications. This retrospective study focused on body composition as an indicator of nutritional status, aiming to elucidate mid- to long-term changes following minimally invasive gastrectomy (MIG). A total of 102 3-year cancer survivors who underwent curative laparoscopic or robotic gastrectomy were included. Body composition indices, including subcutaneous fat, visceral fat, and skeletal muscle, were calculated using multidetector computed tomography images. All indices decreased relative to preoperative levels and remained lower during long-term postoperative follow-up. The reduction was more pronounced during the mid-term period. Although the body fat indices demonstrated a slight trend toward recovery, skeletal muscle showed persistently reduced levels in the long term. Multiple regression analysis revealed that only total gastrectomy (MITG) was identified as an independent predictor of reductions in all indices (all P < 0.01). When stratified by the extent of gastrectomy, the postoperative values of all indices were lower in the MITG group than in the distal gastrectomy group. To address late nutritional complications following MIG, particular attention should be paid to the mid-postoperative period, when nutritional status reaches its lowest point, as well as to patients undergoing MITG.",Nutrition and cancer,2026,10.1080/01635581.2026.2728052,https://pubmed.ncbi.nlm.nih.gov/42696465/,2026-09-07T00:41:49.030581+00:00
42693810,Robotic-assisted versus laparoscopic gastrectomy in a low-incidence Nordic country: A single-center retrospective study.,"Robotic-assisted gastrectomy is increasingly used in the treatment of gastric cancer, but the evidence on outcomes in Western low-volume centers remains limited. We aimed to evaluate the surgical and oncological outcomes during implementation of robotic-assisted gastrectomy in a university hospital in Norway and to compare outcomes with laparoscopic-assisted gastrectomy. All patients undergoing curative-intent resection for gastric adenocarcinoma at Oslo University Hospital with either robotic-assisted gastrectomy or laparoscopic-assisted gastrectomy from November 2018 to December 2025 were included in this retrospective cohort study. Laparoscopic-assisted gastrectomy was introduced at the center in 2015 and robotic-assisted gastrectomy in 2018. During the study period, two surgeons received training in laparoscopic-assisted gastrectomy, while robotic-assisted gastrectomy was implemented with sequential training of five surgeons. The main outcome was textbook outcome, defined as no serious complications, R0 resection, no conversion to open surgery, at least 15 lymph nodes in the specimen, and no 30-day mortality or readmission. Secondary outcomes included R0 resection, number of lymph nodes, serious complications, anastomotic leakage, procedure time and overall survival. During the study period, there were 136 attempted robotic-assisted gastrectomies and 134 attempted laparoscopic-assisted gastrectomies, of which 108 (79%) and 104 (78%) were completed (p = 0.72). The overall distribution of tumor location differed between the robotic-assisted gastrectomy and laparoscopic-assisted gastrectomy groups (p = 0.03). Otherwise, the groups were comparable for the assessed baseline characteristics. Textbook outcome was achieved in 54/108 (50%) robotic-assisted gastrectomy and 55/104 (53%) laparoscopic-assisted gastrectomy procedures (p = 0.67). Procedure time was 60 min (95% confidence interval: 41, 79) longer in robotic-assisted gastrectomy versus laparoscopic-assisted gastrectomy. R0 resection was observed in 94/108 (87%) patients after robotic-assisted gastrectomy and 100/104 (96%) after laparoscopic-assisted gastrectomy (p = 0.03). There was no difference in other short-term outcomes or overall survival. Robotic-assisted gastrectomy was associated with a similar textbook outcome rate compared with that of laparoscopic-assisted gastrectomy. The lower rate of R0 resections after robotic-assisted gastrectomy warrants continued audit and further evaluation.",Scandinavian journal of surgery : SJS : official organ for the Finnish Surgical Society and the Scandinavian Surgical Society,2026,10.1177/14574969261480875,https://pubmed.ncbi.nlm.nih.gov/42693810/,2026-09-07T00:41:49.030631+00:00
42692980,Artificial intelligence-driven decision-making after endoscopic resection for early gastric cancer.,"Early gastric cancer (EGC) is increasingly managed by endoscopic resection (ER); however, lymph node metastasis (LNM), which occurs in approximately 5%-10% of cases, remains the key determinant for recommending additional gastrectomy. Current guideline-based strategies, including the eCura system, provide structured risk stratification but rely on categorical decision-making and may lead to overtreatment, as nearly 90% of patients undergoing additional surgery do not have LNM. Artificial intelligence (AI) has emerged as a promising tool for improving LNM predictions. Machine learning models using clinicopathological variables have demonstrated promising discriminatory performance (area under the curve, 0.69-0.94), often outperforming conventional scoring systems such as eCura. However, these approaches rely on predefined variables and are susceptible to interobserver variability in pathological assessments. Whole-slide image-based AI directly analyzes histopathological images, offering an objective and reproducible approach. Although evidence for EGC is limited, recent multicenter data have demonstrated promising results using routine hematoxylin and eosin-stained slides. Beyond the LNM risk, treatment decisions should also consider patient factors such as age, comorbidities, and competing mortality risks. AI is expected to support treatment decision-making by integrating these multidimensional factors, enabling more personalized and risk-adapted management after ER.",Clinical endoscopy,2026,10.5946/ce.2026.176,https://pubmed.ncbi.nlm.nih.gov/42692980/,2026-09-07T00:41:49.030666+00:00
42693581,Chronic Stress Promotes Gastric Cancer Metastasis by Inducing Microbiota-Associated Kynurenine Accumulation and Macrophage Remodeling.,"Chronic stress frequently occurs in patients with cancer, yet how stress is translated into pro-metastatic programs remains unclear. Here, using chronic restraint stress (CRS) in male mice, we show that stress increases metastatic burden and reduces survival in lung metastasis and peritoneal dissemination models, while also increasing overall tumor burden in an orthotopic gastric cancer model. Single-cell transcriptomics of lung metastases reveals stress-associated remodeling of tumor-associated macrophages toward immunosuppressive states, while macrophage depletion attenuates stress-enhanced metastasis. Stress also reshapes the gut microbiota and enriches Lactobacillus reuteri, and microbiota transfer, antibiotic treatment, co-housing, and bacterial gavage experiments support a microbiota-dependent contribution to metastatic progression. Metabolomic analyses identify kynurenine as a stress- and L. reuteri-associated tryptophan metabolite that promotes macrophage-dependent dissemination, whereas tryptophan deficiency blunts stress- and L. reuteri-enhanced metastasis. Mechanistically, our data support a role for TNFR2-C/EBPβ signaling in Kyn-induced immunosuppressive macrophage remodeling. In clinical gastric cancer cohorts, higher depressive symptom burden is associated with shorter disease-free survival, Lactobacillus enrichment, elevated plasma Kyn/Trp ratio, and altered macrophage phenotypes. Together, these findings define a stress-microbiota-tryptophan metabolism-macrophage axis that links chronic stress to gastric cancer metastasis in male mouse models and clinical samples.","Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2026,10.1002/advs.77612,https://pubmed.ncbi.nlm.nih.gov/42693581/,2026-09-07T00:41:49.030708+00:00
42692168,KRAS Expression Complements Genomic Profiling in Identifying Therapeutic Vulnerability in Gastric Cancer.,"Gastric cancer (GC) remains a major therapeutic challenge. Although alterations in the RAS pathway occur in over 50% of tumors, only a limited proportion are clinically actionable. We investigated whether KRAS expression complements genomic profiling for patient stratification and therapeutic vulnerability in GC. Comprehensive genomic profiling was performed in 19 Taiwanese GC patients and compared with TCGA-STAD data (n = 434). KRAS mRNA expression and overall survival were evaluated by meta-analysis of 13 independent cohorts (n = 2,521). Protein-level validation was performed by immunohistochemistry in an independent cohort (n = 121). Functional KRAS dependency and response to combined MEK/SHP2 inhibition were assessed in eight GC cell lines. KRAS amplification was entirely contained within the KRAS-high population, whereas most KRAS-high tumors lacked detectable amplification. High KRAS expression was associated with poorer overall survival (HR 1.23, p = 0.001) and remained an independent prognostic factor after multivariable adjustment (adjusted HR 1.24, p = 0.003). Protein-level analysis showed a concordant trend. KRAS expression correlated strongly with functional dependency (R2 = 0.88, p = 0.005), was enriched in MSI and CIN subtypes, and identified cell lines with enhanced sensitivity to combined MEK/SHP2 inhibition. KRAS expression complements genomic profiling by identifying biologically relevant KRAS-dependent GCs beyond mutation or amplification alone. Integrating expression-based stratification with genomic profiling may improve patient selection for RAS pathway-directed combination therapies.",Biomedical journal,2026,10.1016/j.bj.2026.101036,https://pubmed.ncbi.nlm.nih.gov/42692168/,2026-09-07T00:41:49.030748+00:00
42690565,Characterization of acquired capecitabine resistance in MKN-45 gastric cancer cells reveals preserved apoptotic sensitivity.,"Capecitabine (Cap) is widely used in the treatment of advanced gastric cancer; however, the emergence of acquired resistance remains a major obstacle to its long-term efficacy. Although several gastric cancer models resistant to 5-fluorouracil (5-FU) have been reported, experimentally characterized gastric cancer models of Cap resistance remain limited. This study aimed to establish and characterize a Cap-resistant MKN-45 gastric cancer cell model. with a focus on phenotypic alterations associated with acquired drug adaptation. A Cap-resistant MKN-45 subline (MKN-45/R-CapIC₆₀) was generated through exposure of parental MKN-45 cells to gradually increasing concentrations of Cap. Cell viability was evaluated using the MTT assay. Morphological alterations were examined by phase-contrast microscopy, while apoptosis, cell-cycle distribution, and surface c-Met expression were analyzed by flow cytometry. The established resistant subline exhibited a moderate level of Cap resistance, with an approximately 2- to 4-fold increase in the resistance index (RI) compared with the parental cells. Resistant cells showed morphological remodeling characterized by an elongated spindle-like morphology and increased adherence to the culture surface compared with parental cells. Surface c-Met expression was altered in resistant cells and further decreased following Cap exposure. Despite the acquisition of a resistance phenotype, Cap exposure retained biological activity in resistant cells by reducing proliferation, altering cell-cycle distribution through impaired G1/S transition, and increasing late apoptotic/necrotic populations. The findings suggest that the established Cap-resistant gastric cancer cell model retains responsiveness to Cap exposure despite the acquisition of a resistance phenotype. This model may provide a useful platform for investigating early phenotypic adaptations associated with the development of drug resistance in gastric cancer.","Daru : journal of Faculty of Pharmacy, Tehran University of Medical Sciences",2026,10.1007/s40199-026-00653-7,https://pubmed.ncbi.nlm.nih.gov/42690565/,2026-09-07T00:41:49.030798+00:00
42690484,Barriers and Priorities for Immunotherapy Implementation in Advanced Gastric Cancer: Findings from a Two-Phase Qualitative Study.,"Immunotherapy has changed the therapeutic approach to advanced gastric cancer (AGC) and has shown survival benefits compared with standard chemotherapy. However, in clinical practice, its use remains heterogeneous. Differences in diagnostic pathways, organisational aspects, and regional settings may lead to delays in treatment access. This study aimed to analyse these issues and to describe possible shared strategies to improve the use of immunotherapy in AGC in Italy. The analysis was performed in two steps. First, a focus group comprising 13 oncologists and pathologists from 5 national reference centres was organised to collect information on the use of immunotherapy biomarker tests and the main barriers encountered in daily practice. Based on the topics emerging from this discussion, a second step was conducted using a consensus questionnaire. The questionnaire was sent to a multidisciplinary group composed of 19 oncologists, pathologists, surgeons, pharmacists, and endoscopists. Several common problems were reported during the focus group discussion. These included delays in biomarker testing, differences in pre-analytical procedures among centres, the absence of shared quality indicators, and difficulties in tracking tissue samples, especially when samples were sent from outside hospitals. In addition, limited interaction among different specialists was frequently mentioned. The results of the questionnaire indicated a high level of agreement on several proposed actions, such as the evaluation of regional differences, the use of organisational models already adopted in some Italian oncology networks, the introduction of new biomarkers together with dedicated training activities, and the use of digital tools to support the discussion of complex cases. All survey items reached the predefined consensus threshold. This study identified several organizational and diagnostic challenges affecting the implementation of immunotherapy in AGC. Participants highlighted a number of potential priorities for improvement, including optimization of diagnostic workflows, stronger multidisciplinary collaboration, and greater coordination across centres. These findings may inform future initiatives aimed at reducing variability in clinical practice and supporting equitable access to innovative treatments.",Journal of gastrointestinal cancer,2026,10.1007/s12029-026-01557-0,https://pubmed.ncbi.nlm.nih.gov/42690484/,2026-09-07T00:41:49.030845+00:00
42690279,Prevalence of Claudin 18.2 Expression in Gastric and Gastroesophageal Junction Adenocarcinoma: A Systematic Review and Meta-Analysis.,"Claudin 18 isoform 2 (CLDN18.2) has emerged as a clinically validated therapeutic target in gastric and gastroesophageal junction (GEJ) adenocarcinoma following the regulatory approval of zolbetuximab in combination with first-line chemotherapy. Accurate prevalence data at the clinically validated immunohistochemical threshold are essential for patient selection, healthcare resource planning, and treatment strategy. Reported prevalence estimates vary widely across studies due to differences in populations, methodologies, and immunohistochemical protocols. This systematic review and meta-analysis aimed to generate a robust pooled prevalence estimate of CLDN18.2 expression at the threshold used in pivotal phase III trials. PubMed, Embase, and the Cochrane Library were searched from database inception through March 12th, 2026. Studies reporting CLDN18.2 expression in gastric or gastroesophageal junction adenocarcinoma using the ≥ 75% moderate-to-strong membranous staining threshold were included. Prevalence proportions were pooled using a random-effects model with logit transformation and restricted maximum-likelihood estimation of between-study variance. Heterogeneity was assessed using the I² statistic and Cochran's Q test, and a 95% prediction interval was calculated. Pre-specified subgroup analyses assessed antibody clone and geographic region, with additional exploratory analyses according to disease setting and specimen type. Sensitivity analyses were performed to assess the robustness of the pooled estimate. Twenty-two predominantly retrospective cohort studies comprising 12,173 patients were included. The pooled prevalence of CLDN18.2 positivity using a random-effects model was 33.99% (95% CI: 30.13%-38.07%; 95% prediction interval: approximately 18%-55%), with high between-study heterogeneity (I² = 92.4%). Subgroup analysis by antibody clone showed no statistically significant difference between studies using the 43-14 A clone (32.79%, 95% CI: 28.86%-36.97%) and those using other reported antibody clones (41.74%, 95% CI: 26.76%-58.42%; p = 0.281). One study with an unreported antibody clone was excluded from this subgroup analysis. Geographic subgroup analysis excluding the multinational Shitara et al. cohort demonstrated a non-significant trend toward higher prevalence in non-Asian populations (37.85%, 95% CI: 31.59%-44.54%) compared with Asian populations (32.10%, 95% CI: 27.28%-37.34%; p = 0.169). All three sensitivity analyses confirmed robustness of the pooled estimate. No significant evidence of publication bias was detected (Egger's test p = 0.56). Approximately one-third of patients with gastric and GEJ adenocarcinoma express CLDN18.2 at the clinically validated ≥ 75% threshold. However, because the included studies encompassed heterogeneous disease settings and were predominantly HER2-unselected, the pooled estimate should not be interpreted directly as the proportion of patients eligible for zolbetuximab. The estimate was robust across sensitivity analyses and provides an evidence base for understanding CLDN18.2 prevalence and biomarker-testing requirements. Standardisation of immunohistochemical assessment methods is warranted to reduce between-study heterogeneity in future research.",Journal of gastrointestinal cancer,2026,10.1007/s12029-026-01588-7,https://pubmed.ncbi.nlm.nih.gov/42690279/,2026-09-07T00:41:49.030909+00:00
42364318,Integrative analysis of machine learning and single-cell sequencing identifies IGHG1 as a therapeutic target for epimedium in diabetes-gastric cancer comorbidity.,"The clinical comorbidity of diabetes mellitus (DM) and gastric cancer (GC) presents a significant healthcare challenge, as these two conditions often synergistically promote disease progression. Although Epimedium is known for its anti-tumor and metabolic regulatory properties, the precise molecular mechanism by which it intervenes in the DM-GC comorbidity remains poorly understood. We integrated transcriptomic datasets of DM and GC to identify common differentially expressed genes (DEGs). Machine learning algorithms, enhanced by SHapley Additive exPlanations (SHAP) analysis, were utilized to isolate core genes within both disease contexts. These candidates were then intersected with the predicted targets of Epimedium. To refine the targets, single-cell RNA sequencing (scRNA-seq) analysis was performed to evaluate cell-specific expression patterns. Additionally, CCK-8, Western blot, and qPCR assays were conducted in human HGC-27 cells to validate the therapeutic efficacy of Epimedium in vitro. Eight common DEGs were identified, leading to the selection of GABRA1 and IGHG1 as primary hub genes. scRNA-seq analysis revealed that IGHG1 was significantly overexpressed in GC tissues compared to normal tissues, particularly within the B-cell population, whereas GABRA1 showed insufficient expression levels for further analysis. In cellular verification, HGC-27 cell viability was significantly inhibited by Epimedium in a dose-dependent manner, with a half-maximal inhibitory concentration (IC50) of 632.3 μg/ml. Furthermore, the expression of IGHG1 was markedly downregulated at both the transcriptional and translational levels following Epimedium treatment. Our findings identify IGHG1 as a critical molecular bridge in the DM-GC comorbidity. Epimedium exerts potent anti-tumor effects by targeting and downregulating IGHG1 expression. This study provides a novel therapeutic strategy and a robust theoretical basis for the treatment of patients suffering from concurrent diabetes and gastric cancer.",Biochemical and biophysical research communications,2026,10.1016/j.bbrc.2026.154160,https://pubmed.ncbi.nlm.nih.gov/42364318/,2026-09-07T00:41:49.030958+00:00
42694458,Sintilimab Combined With Albumin-Bound Paclitaxel and SOX Regimen as Conversion Therapy for Unresectable Advanced Gastric Cancer Achieving Complete Remission: A Case Report and Literature Review.,"For carefully selected patients with unresectable advanced gastric cancer, immunochemotherapy combining PD-1 inhibitor with albumin-bound paclitaxel and S-1/oxaliplatin may achieve deep remission and enable successful R0 resection. Our findings suggest that this multimodal conversion approach could be considered in selected cases with favorable performance status and MDT-supported indications, as pathological complete remission appears to be attainable in this context.",Clinical case reports,2026,10.1002/ccr3.73457,https://pubmed.ncbi.nlm.nih.gov/42694458/,2026-09-07T00:41:49.030986+00:00
42686372,LIM and SH3 protein 1 deficiency confers resistance to cytotoxic lymphocyte-mediated lysis and immunotherapy in gastric cancer by disrupting cytoskeleton dynamics.,"A substantial amount of research has been dedicated to the mechanisms by which tumor cells evade immune system recognition and manipulate the immune microenvironment to facilitate immune escape. Recent studies have shown that viruses and tumors can protect themselves from immune cytotoxicity by remodeling the actin cytoskeleton. However, cytoskeleton-mediated immune resistance and the specific cytoskeleton-related proteins involved require further research. Single-cell RNA sequencing was used to identify cytoskeleton-related genes associated with the response to anti-programmed cell death protein 1 (PD-1) therapy across four digestive tumors. Immunohistochemistry was used to detect LASP1 expression in gastric cancer and analyze its prognostic value for survival and anti-PD-1 response. The impact of LASP1 deficiency on tumor response to anti-PD-1 treatment and cytotoxic lymphocyte-mediated lysis was determined in vivo and in vitro. Live-cell imaging was used to compare actin cytoskeletal dynamics at the immunological synapse between LASP1-deficient and mock tumor cells. Molecular mechanisms underlying LASP1-mediated immune-resistance were dissected using co-immunoprecipitation, immunofluorescence, domain deletion complementation, and Laurdan staining. The deficiency of LASP1 in gastric cancer affected the sensitivity of tumor cells to immunotherapy and induced cytotoxic lymphocytes exhaustion. LASP1 may act as a scaffold protein to regulate the Arp2/3 complex and remodel the cytoskeleton at the immunological synapses. LASP1 deficiency in tumor cells impairs lytic immunological synapse function by disrupting cytoskeletal dynamics-mediated cell membrane lipid organization at the immunological synapse. Finally, simvastatin combined with anti-PD-1 therapy reversed immunotherapy resistance in LASP1-deficient tumors. The deficiency of LASP1 in tumors mediates immunological synapse dysfunction by affecting cytoskeletal dynamics-mediated cell membrane lipid organization, thus enabling tumors to protect themselves from immune cytotoxicity and immunotherapy.",Journal for immunotherapy of cancer,2026,10.1136/jitc-2025-014475,https://pubmed.ncbi.nlm.nih.gov/42686372/,2026-09-07T00:41:49.031032+00:00
42684577,Research Progress and Optimization Strategies of Bispecific Antibody Therapies for CLDN18.2-Positive Gastric Cancer.,"CLDN18.2 is specifically overexpressed in gastric cancer tissues and represents an important emerging therapeutic target in gastriccancer treatment. Bispecific antibodies (BsAbs), a class of antibody-based therapeutics capable of simultaneously targeting two antigensites, have recently entered clinical development for the treatment of CLDN18.2-positive gastric cancer. This review systematicallysummarizes the molecular designs, functional subtypes, and clinical development of CLDN18.2-related BsAbs, while analyzing currentchallenges and potential optimization strategies. Currently, CLDN18.2-related BsAbs that have entered clinical development mainlycomprise three categories: T-cell engagers, T-cell costimulators, and immune checkpoint-blocking BsAbs. These agents havedemonstrated preliminary antitumor activity in later-line monotherapy and first-line combination therapy settings, with generallymanageable safety profiles. Optimization of target combinations, precise patient selection, strategies to overcome efficacy limitations, and improved safety management represent important directions for enhancing the therapeutic value of BsAb-based approaches.",Journal of gastrointestinal cancer,2026,10.1007/s12029-026-01584-x,https://pubmed.ncbi.nlm.nih.gov/42684577/,2026-09-07T00:41:49.031064+00:00
